country,presidential,legislative_type,elecrule,enep,month,day,year,fh_democracy
Turkey,0,2,9,3.640587,6,7,2015,0
Turkey,0,2,9,3.99029560109813,6,24,2018,0
Tuvalu,0,1,5,NA,9,8,1981,0
Tuvalu,0,1,5,NA,9,12,1985,1
Tuvalu,0,1,5,NA,9,27,1989,1
Tuvalu,0,1,5,NA,9,2,1993,1
Tuvalu,0,1,5,NA,11,25,1993,1
Tuvalu,0,1,5,NA,3,26,1998,1
Tuvalu,0,1,5,NA,7,25,2002,1
Tuvalu,0,1,5,NA,8,3,2006,1
Tuvalu,0,1,5,NA,9,16,2010,1
Tuvalu,0,1,5,NA,3,31,2015,1
Tuvalu,0,1,5,NA,9,9,2019,1
Uganda,0,1,1,2.24,12,10,1980,0
United Kingdom,0,1,1,2.58,7,5,1945,NA
United Kingdom,0,1,1,2.44,2,23,1950,NA
United Kingdom,0,1,1,2.13,10,25,1951,NA
United Kingdom,0,1,1,2.16,5,26,1955,NA
United Kingdom,0,1,1,2.28,10,8,1959,NA
United Kingdom,0,1,1,2.52,10,15,1964,NA
United Kingdom,0,1,1,2.42,3,31,1966,NA
United Kingdom,0,1,1,2.46,6,18,1970,NA
United Kingdom,0,1,1,3.13,10,10,1974,1
United Kingdom,0,1,1,3.15,2,28,1974,1
United Kingdom,0,1,1,2.87,5,3,1979,1
United Kingdom,0,1,1,2.83,6,9,1983,1
United Kingdom,0,1,1,2.85,6,11,1987,1
United Kingdom,0,1,1,3.03,4,9,1992,1
United Kingdom,0,1,1,3.21,5,1,1997,1
United Kingdom,0,1,1,3.33,6,7,2001,1
United Kingdom,0,1,1,3.59,5,5,2005,1
United Kingdom,0,1,1,3.71,5,6,2010,1
United Kingdom,0,1,1,3.929134,5,7,2015,1
United Kingdom,0,1,1,2.88180285586663,6,8,2017,1
United Kingdom,0,1,1,3.22542148195215,12,12,2019,1
Ukraine,0,1,2,2.16,3,27,1994,0
Ukraine,0,3,12,3.94,3,29,1998,0
Ukraine,0,3,12,5.64,3,31,2002,0
Ukraine,0,2,9,5.11,3,26,2006,1
Ukraine,0,2,9,4.17,9,30,2007,1
Ukraine,0,3,12,4.846135,10,28,2012,0
Ukraine,0,3,12,7.476356,10,26,2014,0
Ukraine,0,3,12,3.79221685412859,7,21,2019,0
Uruguay,0,2,9,3.08,11,24,1946,NA
Uruguay,0,2,9,2.65,11,26,1950,NA
Uruguay,0,2,9,2.6,11,26,1954,NA
Uruguay,0,2,9,2.55,11,30,1958,NA
Uruguay,0,2,9,2.4,11,25,1962,NA
Uruguay,0,2,9,2.44,11,27,1966,NA
Uruguay,0,2,9,2.74,11,28,1971,NA
Uruguay,0,2,9,3.38,11,26,1989,1
Uruguay,0,2,9,3.35,11,27,1994,1
Uruguay,0,2,9,3.12,10,31,1999,1
Uruguay,0,2,9,2.49,10,31,2004,1
Uruguay,0,2,9,2.75,10,25,2009,1
Uruguay,0,2,9,2.736155,10,26,2014,1
Uruguay,0,2,9,3.53781928819076,10,27,2019,1
United States of America,0,1,1,2.05,11,5,1946,NA
United States of America,0,1,1,2.07,11,2,1948,NA
United States of America,0,1,1,2.06,11,7,1950,NA
United States of America,0,1,1,2.04,11,4,1952,NA
United States of America,0,1,1,2.01,11,2,1954,NA
United States of America,0,1,1,2.01,11,6,1956,NA
United States of America,0,1,1,1.98,11,4,1958,NA
United States of America,0,1,1,2.01,11,8,1960,NA
United States of America,0,1,1,2.01,11,6,1962,NA
United States of America,0,1,1,1.97,11,3,1964,NA
United States of America,0,1,1,2.03,11,8,1966,NA
United States of America,0,1,1,2.05,11,5,1968,NA
United States of America,0,1,1,2.03,11,3,1970,NA
United States of America,0,1,1,2.04,11,7,1972,1
United States of America,0,1,1,2,11,5,1974,1
United States of America,0,1,1,2.02,11,2,1976,1
United States of America,0,1,1,2.03,11,7,1978,1
United States of America,0,1,1,2.06,11,4,1980,1
United States of America,0,1,1,2.02,11,2,1982,1
United States of America,0,1,1,2.03,11,6,1984,1
United States of America,0,1,1,2.01,11,4,1986,1
United States of America,0,1,1,2.03,11,8,1988,1
United States of America,0,1,1,2.07,11,6,1990,1
United States of America,0,1,1,2.14,11,3,1992,1
United States of America,0,1,1,2.08,11,8,1994,1
United States of America,0,1,1,2.11,11,5,1996,1
United States of America,0,1,1,2.15,11,3,1998,1
United States of America,0,1,1,2.18,11,7,2000,1
United States of America,0,1,1,2.15,11,5,2002,1
United States of America,0,1,1,2.18,11,2,2004,1
United States of America,0,1,1,2.1,11,7,2006,1
United States of America,0,1,1,2.09,11,4,2008,1
United States of America,0,1,1,2.15,11,2,2010,1
United States of America,0,1,1,2.206772,11,6,2012,1
United States of America,0,1,1,2.128795,11,4,2014,1
United States of America,0,1,1,2.11794,11,8,2016,1
United States of America,0,1,1,2.05683444950883,11,6,2018,1
United States of America,0,1,1,2.05912997640237,11,3,2020,1
Vanuatu,0,1,8,2.56,11,2,1983,0
Vanuatu,0,1,8,2.59,11,30,1987,0
Vanuatu,0,1,8,4.68,12,2,1991,1
Vanuatu,0,1,8,4.26,11,30,1995,1
Vanuatu,0,1,8,6.35,3,6,1998,1
Vanuatu,0,1,8,5.9,5,2,2002,1
Vanuatu,0,1,8,NA,7,5,2004,1
Vanuatu,0,1,8,8.37,9,2,2008,1
Vanuatu,0,1,8,8.279996,10,30,2012,1
Vanuatu,0,1,8,7.140664,1,22,2016,1
Vanuatu,0,1,8,15.6353290892796,3,19,2020,1
Venezuela,0,2,9,1.87,12,14,1947,NA
Venezuela,0,2,9,4.77,12,1,1963,NA
Venezuela,0,2,9,5.99,12,1,1968,NA
Venezuela,0,2,9,3.35,12,9,1973,1
Venezuela,0,2,9,3.1,12,3,1978,1
Venezuela,0,2,9,2.96,12,4,1983,1
Venezuela,0,2,9,3.36,12,4,1988,1
Venezuela,0,3,11,5.54,12,5,1993,0
Venezuela,0,3,11,7.01,11,8,1998,1
Venezuela,0,3,11,4.17,7,30,2000,0
Venezuela,0,3,11,1.33,12,4,2005,0
Venezuela,0,3,11,2.19,9,26,2010,0
Venezuela,0,3,11,2.065026,12,6,2015,0
Serbia,0,2,9,5.56,1,21,2007,1
Serbia,0,2,9,3.73,5,11,2008,1
Zambia,0,1,1,3.39124874019348,9,20,2011,0
Zambia,0,1,1,2.7751176733147,8,11,2016,0
Argentina,1,NA,NA,NA,2,24,1946,NA
Argentina,1,NA,NA,NA,11,11,1951,NA
Argentina,1,NA,NA,NA,2,23,1958,NA
Argentina,1,NA,NA,NA,7,7,1963,NA
Argentina,1,NA,NA,NA,3,11,1973,1
Argentina,1,NA,NA,NA,9,23,1973,1
Argentina,1,NA,NA,NA,10,30,1983,0
Argentina,1,NA,NA,NA,5,14,1989,1
Argentina,1,NA,NA,NA,5,14,1995,1
Argentina,1,NA,NA,NA,10,24,1999,1
Argentina,1,NA,NA,NA,4,27,2003,1
Argentina,1,NA,NA,NA,10,28,2007,1
Argentina,1,NA,NA,NA,10,23,2011,1
Argentina,1,NA,NA,NA,10,25,2015,1
Argentinia,1,NA,NA,NA,10,27,2019,1
Armenia,1,NA,NA,NA,10,16,1991,0
Armenia,1,NA,NA,NA,9,22,1996,0
Armenia,1,NA,NA,NA,3,16,1998,0
Armenia,1,NA,NA,NA,2,19,2003,0
Armenia,1,NA,NA,NA,2,19,2008,0
Armenia,1,NA,NA,NA,2,18,2013,0
Austria,1,NA,NA,NA,5,6,1951,NA
Austria,1,NA,NA,NA,5,5,1957,NA
Austria,1,NA,NA,NA,4,28,1963,NA
Austria,1,NA,NA,NA,5,23,1965,NA
Austria,1,NA,NA,NA,4,25,1971,NA
Austria,1,NA,NA,NA,6,23,1974,1
Austria,1,NA,NA,NA,5,18,1980,1
Austria,1,NA,NA,NA,5,4,1986,1
Austria,1,NA,NA,NA,4,26,1992,1
Austria,1,NA,NA,NA,4,19,1998,1
Austria,1,NA,NA,NA,4,25,2004,1
Austria,1,NA,NA,NA,4,25,2010,1
Austria,1,NA,NA,NA,4,24,2016,1
Benin,1,NA,NA,NA,3,10,1991,1
Benin,1,NA,NA,NA,3,4,1996,1
Benin,1,NA,NA,NA,3,4,2001,1
Benin,1,NA,NA,NA,3,5,2006,1
Benin,1,NA,NA,NA,3,13,2011,1
Benin,1,NA,NA,NA,3,6,2016,1
Bolivia,1,NA,NA,NA,7,1,1979,0
Bolivia,1,NA,NA,NA,6,29,1980,0
Bolivia,1,NA,NA,NA,7,14,1985,1
Bolivia,1,NA,NA,NA,5,7,1989,1
Bolivia,1,NA,NA,NA,6,6,1993,1
Bolivia,1,NA,NA,NA,6,1,1997,1
Bolivia,1,NA,NA,NA,6,30,2002,1
Bolivia,1,NA,NA,NA,12,18,2005,0
Bolivia,1,NA,NA,NA,12,6,2009,0
Bolivia,1,NA,NA,NA,10,12,2014,0
Bolivia,1,NA,NA,NA,10,20,2019,0
Bolivia,1,NA,NA,NA,10,18,2020,0
Bosnia,1,NA,NA,NA,9,14,1996,0
Bosnia,1,NA,NA,NA,9,12,1998,0
Bosnia,1,NA,NA,NA,10,7,2002,0
Bosnia,1,NA,NA,NA,10,1,2006,0
Bosnia,1,NA,NA,NA,10,3,2010,0
Bosnia,1,NA,NA,NA,10,5,2014,0
Bosnia,1,NA,NA,NA,10,7,2018,0
Brazil,1,NA,NA,NA,10,3,1950,NA
Brazil,1,NA,NA,NA,10,3,1955,NA
Brazil,1,NA,NA,NA,10,3,1960,NA
Brazil,1,NA,NA,NA,11,15,1989,1
Brazil,1,NA,NA,NA,10,3,1994,0
Brazil,1,NA,NA,NA,10,4,1998,0
Brazil,1,NA,NA,NA,10,6,2002,1
Brazil,1,NA,NA,NA,10,1,2006,1
Brazil,1,NA,NA,NA,10,3,2010,1
Brazil,1,NA,NA,NA,10,5,2014,1
Brazil,1,NA,NA,NA,10,7,2018,1
Burundi,1,NA,NA,NA,6,1,1993,0
Burundi,1,NA,NA,NA,7,26,2010,0
Burundi,1,NA,NA,NA,7,21,2015,0
Burundi,1,NA,NA,NA,5,20,2020,0
Bulgaria,1,NA,NA,NA,1,12,1992,1
Bulgaria,1,NA,NA,NA,10,27,1996,1
Bulgaria,1,NA,NA,NA,11,11,2001,1
Bulgaria,1,NA,NA,NA,10,22,2006,1
Bulgaria,1,NA,NA,NA,10,23,2011,1
Bulgaria,1,NA,NA,NA,11,6,2016,1
Cape Verde,1,NA,NA,NA,2,17,1991,1
Cape Verde,1,NA,NA,NA,2,18,1996,1
Cape Verde,1,NA,NA,NA,2,11,2001,1
Cape Verde,1,NA,NA,NA,2,12,2006,1
Cape Verde,1,NA,NA,NA,8,7,2011,1
Cape Verde,1,NA,NA,NA,10,2,2016,1
Central African Republic,1,NA,NA,NA,8,22,1993,0
Central African Republic,1,NA,NA,NA,9,19,1999,0
Chile,1,NA,NA,NA,9,4,1946,NA
Chile,1,NA,NA,NA,9,4,1952,NA
Chile,1,NA,NA,NA,9,4,1958,NA
Chile,1,NA,NA,NA,9,4,1964,NA
Chile,1,NA,NA,NA,9,4,1970,NA
Chile,1,NA,NA,NA,12,11,1993,1
Chile,1,NA,NA,NA,12,12,1999,1
Chile,1,NA,NA,NA,12,11,2005,1
Chile,1,NA,NA,NA,12,13,2009,1
Chile,1,NA,NA,NA,11,17,2013,1
Chile,1,NA,NA,NA,11,19,2017,1
Colombia,1,NA,NA,NA,5,5,1946,NA
Colombia,1,NA,NA,NA,5,4,1958,NA
Colombia,1,NA,NA,NA,5,6,1962,NA
Colombia,1,NA,NA,NA,5,1,1966,NA
Colombia,1,NA,NA,NA,4,19,1970,NA
Colombia,1,NA,NA,NA,4,21,1974,1
Colombia,1,NA,NA,NA,6,4,1978,1
Colombia,1,NA,NA,NA,5,30,1982,1
Colombia,1,NA,NA,NA,5,25,1986,1
Colombia,1,NA,NA,NA,5,27,1990,0
Colombia,1,NA,NA,NA,5,29,1994,0
Colombia,1,NA,NA,NA,5,31,1998,0
Colombia,1,NA,NA,NA,5,26,2002,0
Colombia,1,NA,NA,NA,5,28,2006,0
Colombia,1,NA,NA,NA,5,30,2010,0
Colombia,1,NA,NA,NA,5,25,2014,0
Colombia,1,NA,NA,NA,5,25,2018,0
Comoros,1,NA,NA,NA,2,18,1990,0
Comoros,1,NA,NA,NA,4,16,2006,0
Comoros,1,NA,NA,NA,11,7,2010,0
Comoros,1,NA,NA,NA,2,21,2016,0
Comoros,1,NA,NA,NA,3,24,2019,0
Congo,1,NA,NA,NA,3,26,1961,NA
Congo,1,NA,NA,NA,8,8,1992,0
Costa Rica,1,NA,NA,NA,2,8,1948,NA
Costa Rica,1,NA,NA,NA,7,26,1953,NA
Costa Rica,1,NA,NA,NA,2,2,1958,NA
Costa Rica,1,NA,NA,NA,2,4,1962,NA
Costa Rica,1,NA,NA,NA,2,6,1966,NA
Costa Rica,1,NA,NA,NA,2,1,1970,NA
Costa Rica,1,NA,NA,NA,2,3,1974,1
Costa Rica,1,NA,NA,NA,2,5,1978,1
Costa Rica,1,NA,NA,NA,2,7,1982,1
Costa Rica,1,NA,NA,NA,2,2,1986,1
Costa Rica,1,NA,NA,NA,2,4,1990,1
Costa Rica,1,NA,NA,NA,2,6,1994,1
Costa Rica,1,NA,NA,NA,1,2,1998,1
Costa Rica,1,NA,NA,NA,2,3,2002,1
Costa Rica,1,NA,NA,NA,2,5,2006,1
Costa Rica,1,NA,NA,NA,2,7,2010,1
Costa Rica,1,NA,NA,NA,2,2,2014,1
Costa Rica,1,NA,NA,NA,2,4,2018,1
Croatia,1,NA,NA,NA,8,2,1992,0
Croatia,1,NA,NA,NA,6,15,1997,0
Croatia,1,NA,NA,NA,1,24,2000,1
Croatia,1,NA,NA,NA,1,2,2005,1
Croatia,1,NA,NA,NA,12,27,2009,1
Croatia,1,NA,NA,NA,12,28,2014,1
Croatia,1,NA,NA,NA,12,22,2019,1
Cuba,1,NA,NA,NA,6,1,1948,NA
Greek Cyprus,1,NA,NA,NA,2,13,1983,1
Greek Cyprus,1,NA,NA,NA,2,14,1988,1
Greek Cyprus,1,NA,NA,NA,2,7,1993,1
Greek Cyprus,1,NA,NA,NA,2,8,1998,1
Greek Cyprus,1,NA,NA,NA,2,16,2003,1
Greek Cyprus,1,NA,NA,NA,2,17,2008,1
Greek Cyprus,1,NA,NA,NA,2,17,2013,1
Greek Cyprus,1,NA,NA,NA,1,28,2018,1
Czech Republic,1,NA,NA,NA,1,11,2013,1
Czech Republic,1,NA,NA,NA,1,12,2018,1
Dominican Republic,1,NA,NA,NA,6,1,1966,NA
Dominican Republic,1,NA,NA,NA,5,16,1970,NA
Dominican Republic,1,NA,NA,NA,5,16,1974,0
Dominican Republic,1,NA,NA,NA,5,16,1978,1
Dominican Republic,1,NA,NA,NA,5,16,1982,1
Dominican Republic,1,NA,NA,NA,5,16,1986,1
Dominican Republic,1,NA,NA,NA,5,16,1990,1
Dominican Republic,1,NA,NA,NA,5,16,1994,0
Dominican Republic,1,NA,NA,NA,5,16,1996,0
Dominican Republic,1,NA,NA,NA,5,16,2000,1
Dominican Republic,1,NA,NA,NA,5,16,2004,1
Dominican Republic,1,NA,NA,NA,5,16,2008,1
Dominican Republic,1,NA,NA,NA,5,20,2012,1
Dominican Republic,1,NA,NA,NA,5,15,2016,0
Dominican Republic,1,NA,NA,NA,7,5,2020,0
Ecuador,1,NA,NA,NA,6,6,1948,NA
Ecuador,1,NA,NA,NA,6,1,1952,NA
Ecuador,1,NA,NA,NA,6,3,1956,NA
Ecuador,1,NA,NA,NA,6,5,1960,NA
Ecuador,1,NA,NA,NA,4,29,1979,1
Ecuador,1,NA,NA,NA,1,29,1984,1
Ecuador,1,NA,NA,NA,1,31,1988,1
Ecuador,1,NA,NA,NA,5,17,1992,1
Ecuador,1,NA,NA,NA,5,9,1996,0
Ecuador,1,NA,NA,NA,5,31,1998,1
Ecuador,1,NA,NA,NA,10,20,2002,0
Ecuador,1,NA,NA,NA,10,15,2006,0
Ecuador,1,NA,NA,NA,4,26,2009,0
Ecuador,1,NA,NA,NA,2,17,2013,0
Ecuador,1,NA,NA,NA,2,19,2017,0
East Timor,1,NA,NA,NA,4,14,2002,0
East Timor,1,NA,NA,NA,4,9,2007,0
East Timor,1,NA,NA,NA,3,17,2012,0
East Timor,1,NA,NA,NA,3,20,2017,1
Finland,1,NA,NA,NA,1,17,1950,NA
Finland,1,NA,NA,NA,1,17,1956,NA
Finland,1,NA,NA,NA,1,16,1962,NA
Finland,1,NA,NA,NA,1,16,1968,NA
Finland,1,NA,NA,NA,1,15,1978,1
Finland,1,NA,NA,NA,1,17,1982,1
Finland,1,NA,NA,NA,1,31,1988,1
Finland,1,NA,NA,NA,1,16,1994,1
Finland,1,NA,NA,NA,1,20,2000,1
Finland,1,NA,NA,NA,1,15,2006,1
Finland,1,NA,NA,NA,1,28,2018,1
France,1,NA,NA,NA,12,5,1965,NA
France,1,NA,NA,NA,6,1,1969,NA
France,1,NA,NA,NA,5,5,1974,1
France,1,NA,NA,NA,4,24,1981,0
France,1,NA,NA,NA,4,24,1988,1
France,1,NA,NA,NA,4,23,1995,1
France,1,NA,NA,NA,4,21,2002,1
France,1,NA,NA,NA,4,22,2007,1
France,1,NA,NA,NA,4,22,2012,1
France,1,NA,NA,NA,4,23,2017,1
Republic of the Gambia,1,NA,NA,NA,5,4,1982,0
Republic of the Gambia,1,NA,NA,NA,3,11,1987,0
Republic of the Gambia,1,NA,NA,NA,4,29,1992,1
Ghana,1,NA,NA,NA,6,18,1979,0
Ghana,1,NA,NA,NA,12,7,2000,1
Ghana,1,NA,NA,NA,12,7,2004,1
Ghana,1,NA,NA,NA,12,7,2008,1
Ghana,1,NA,NA,NA,12,7,2012,1
Ghana,1,NA,NA,NA,12,7,2016,1
Ghana,1,NA,NA,NA,12,7,2020,1
Republic of Guinea-Bissau,1,NA,NA,NA,7,3,1994,0
Guinea Bissau,1,NA,NA,NA,11,28,1999,0
Guinea Bissau,1,NA,NA,NA,6,19,2005,0
Guinea Bissau,1,NA,NA,NA,6,28,2009,0
Guinea Bissau,1,NA,NA,NA,3,18,2012,0
Guinea Bissau,1,NA,NA,NA,4,13,2014,0
Guinea Bissau,1,NA,NA,NA,11,24,2019,0
Georgia,1,NA,NA,NA,1,4,2004,0
Georgia,1,NA,NA,NA,1,5,2008,0
Georgia,1,NA,NA,NA,10,27,2013,0
Georgia,1,NA,NA,NA,10,28,2018,0
Guatemala,1,NA,NA,NA,11,12,1950,NA
Guatemala,1,NA,NA,NA,1,19,1958,NA
Guatemala,1,NA,NA,NA,3,6,1966,NA
Guatemala,1,NA,NA,NA,3,1,1970,NA
Guatemala,1,NA,NA,NA,3,3,1974,0
Guatemala,1,NA,NA,NA,3,5,1978,0
Guatemala,1,NA,NA,NA,3,7,1982,0
Guatemala,1,NA,NA,NA,11,11,1990,0
Guatemala,1,NA,NA,NA,11,12,1995,0
Guatemala,1,NA,NA,NA,11,7,1999,0
Guatemala,1,NA,NA,NA,11,9,2003,0
Guatemala,1,NA,NA,NA,9,9,2007,0
Guatemala,1,NA,NA,NA,9,11,2011,0
Guatemala,1,NA,NA,NA,9,6,2015,0
Guatemala,1,NA,NA,NA,6,16,2019,0
Honduras,1,NA,NA,NA,9,22,1957,NA
Honduras,1,NA,NA,NA,3,28,1971,NA
Honduras,1,NA,NA,NA,11,24,1985,1
Honduras,1,NA,NA,NA,11,26,1989,1
Honduras,1,NA,NA,NA,11,28,1993,0
Honduras,1,NA,NA,NA,11,30,1997,1
Honduras,1,NA,NA,NA,11,25,2001,0
Honduras,1,NA,NA,NA,11,27,2005,0
Honduras,1,NA,NA,NA,11,29,2009,0
Honduras,1,NA,NA,NA,11,24,2013,0
Honduras,1,NA,NA,NA,11,26,2017,0
Iceland,1,NA,NA,NA,NA,NA,1946,NA
Iceland,1,NA,NA,NA,NA,NA,1950,NA
Iceland,1,NA,NA,NA,6,29,1952,NA
Iceland,1,NA,NA,NA,NA,NA,1956,NA
Iceland,1,NA,NA,NA,NA,NA,1960,NA
Iceland,1,NA,NA,NA,NA,NA,1964,NA
Iceland,1,NA,NA,NA,6,30,1968,NA
Iceland,1,NA,NA,NA,NA,NA,1972,1
Iceland,1,NA,NA,NA,NA,NA,1976,1
Iceland,1,NA,NA,NA,6,29,1980,1
Iceland,1,NA,NA,NA,NA,NA,1984,1
Iceland,1,NA,NA,NA,6,25,1988,1
Iceland,1,NA,NA,NA,NA,NA,1992,1
Iceland,1,NA,NA,NA,6,29,1996,1
Iceland,1,NA,NA,NA,NA,NA,2000,1
Iceland,1,NA,NA,NA,6,26,2004,1
Iceland,1,NA,NA,NA,6,28,2008,1
Iceland,1,NA,NA,NA,6,25,2016,1
Iceland,1,NA,NA,NA,6,27,2020,1
Indonesia,1,NA,NA,NA,7,5,2004,0
Indonesia,1,NA,NA,NA,7,8,2009,1
Indonesia,1,NA,NA,NA,7,9,2014,0
Indonesia,1,NA,NA,NA,4,17,2019,0
Ireland,1,NA,NA,NA,6,25,1952,NA
Ireland,1,NA,NA,NA,6,17,1959,NA
Ireland,1,NA,NA,NA,6,1,1966,NA
Ireland,1,NA,NA,NA,5,30,1973,1
Ireland,1,NA,NA,NA,11,17,1974,1
Ireland,1,NA,NA,NA,10,22,1976,1
Ireland,1,NA,NA,NA,12,3,1983,1
Ireland,1,NA,NA,NA,11,9,1990,1
Ireland,1,NA,NA,NA,10,30,1997,1
Ireland,1,NA,NA,NA,NA,NA,2004,1
Ireland,1,NA,NA,NA,10,27,2011,1
Ireland,1,NA,NA,NA,10,26,2018,1
Kenya,1,NA,NA,NA,12,29,1997,0
Kenya,1,NA,NA,NA,12,27,2002,0
Kenya,1,NA,NA,NA,12,27,2007,0
Kenya,1,NA,NA,NA,3,4,2013,0
Kenya,1,NA,NA,NA,10,26,2017,0
Kenya,1,NA,NA,NA,8,8,2017,0
Kiribati,1,NA,NA,NA,5,4,1982,1
Kiribati,1,NA,NA,NA,2,17,1983,1
Kiribati,1,NA,NA,NA,5,12,1987,1
Kiribati,1,NA,NA,NA,7,3,1991,1
Kiribati,1,NA,NA,NA,9,30,1994,1
Kiribati,1,NA,NA,NA,11,27,1998,1
Kiribati,1,NA,NA,NA,2,25,2003,1
Kiribati,1,NA,NA,NA,7,4,2003,1
Kiribati,1,NA,NA,NA,10,17,2007,1
Kiribati,1,NA,NA,NA,1,13,2012,1
Kiribati,1,NA,NA,NA,3,9,2016,1
Kiribati,1,NA,NA,NA,6,22,2020,1
Kyrgyzstan,1,NA,NA,NA,7,10,2005,0
Kyrgyzstan,1,NA,NA,NA,7,23,2009,0
Kyrgyzstan,1,NA,NA,NA,10,30,2011,0
Kyrgyzstan,1,NA,NA,NA,10,15,2017,0
Kyrgyzstan,1,NA,NA,NA,1,10,2021,0
Liberia,1,NA,NA,NA,10,11,2005,0
Liberia,1,NA,NA,NA,10,11,2011,0
Liberia,1,NA,NA,NA,10,10,2017,0
Lithuania,1,NA,NA,NA,2,14,1993,1
Lithuania,1,NA,NA,NA,12,21,1997,1
Lithuania,1,NA,NA,NA,12,22,2002,1
Lithuania,1,NA,NA,NA,6,13,2004,1
Lithuania,1,NA,NA,NA,5,17,2009,1
Lithuania,1,NA,NA,NA,5,11,2014,1
Lithuania,1,NA,NA,NA,5,12,2019,1
Mauritania,1,NA,NA,NA,3,11,2007,0
Mauritania,1,NA,NA,NA,3,11,2007,0
Macedonia,1,NA,NA,NA,10,16,1994,0
Macedonia,1,NA,NA,NA,10,31,1999,0
Macedonia,1,NA,NA,NA,4,14,2004,0
Macedonia,1,NA,NA,NA,3,22,2009,0
Macedonia,1,NA,NA,NA,4,13,2014,0
Macedonia,1,NA,NA,NA,4,21,2019,0
Maldives,1,NA,NA,NA,10,8,2008,0
Maldives,1,NA,NA,NA,11,9,2013,0
Maldives,1,NA,NA,NA,9,23,2018,0
Madagascar,1,NA,NA,NA,11,3,1996,0
Madagascar,1,NA,NA,NA,12,16,2001,0
Madagascar,1,NA,NA,NA,12,3,2006,0
Madagascar,1,NA,NA,NA,10,25,2013,0
Madagascar,1,NA,NA,NA,11,7,2018,0
Malawi,1,NA,NA,NA,5,17,1994,1
Malawi,1,NA,NA,NA,6,15,1999,0
Malawi,1,NA,NA,NA,5,20,2004,0
Malawi,1,NA,NA,NA,5,19,2009,0
Malawi,1,NA,NA,NA,5,20,2014,0
Malawi,1,NA,NA,NA,5,21,2019,0
Malawi,1,NA,NA,NA,6,23,2020,0
Mexico,1,NA,NA,NA,7,2,2000,1
Mexico,1,NA,NA,NA,7,2,2006,1
Mexico,1,NA,NA,NA,7,1,2012,0
Mexico,1,NA,NA,NA,7,1,2018,0
Moldova,1,NA,NA,NA,12,8,1991,0
Moldova,1,NA,NA,NA,11,17,1996,0
Moldova,1,NA,NA,NA,10,30,2016,0
Moldova,1,NA,NA,NA,11,1,2020,0
Mali,1,NA,NA,NA,4,12,1992,1
Mali,1,NA,NA,NA,5,11,1997,1
Mali,1,NA,NA,NA,4,28,2002,1
Mali,1,NA,NA,NA,4,29,2007,1
Mali,1,NA,NA,NA,7,28,2013,0
Mali,1,NA,NA,NA,7,29,2018,0
Montenegro,1,NA,NA,NA,4,6,2008,0
Montenegro,1,NA,NA,NA,4,7,2013,1
Montenegro,1,NA,NA,NA,4,15,2018,0
Mongolia,1,NA,NA,NA,6,6,1993,1
Mongolia,1,NA,NA,NA,5,18,1997,1
Mongolia,1,NA,NA,NA,5,20,2001,1
Mongolia,1,NA,NA,NA,5,22,2005,1
Mongolia,1,NA,NA,NA,5,24,2009,1
Mongolia,1,NA,NA,NA,6,26,2013,1
Mongolia,1,NA,NA,NA,6,26,2017,1
Mozambique,1,NA,NA,NA,10,27,1994,0
Mozambique,1,NA,NA,NA,12,3,1999,0
Nicaragua,1,NA,NA,NA,11,4,1984,0
Nicaragua,1,NA,NA,NA,2,25,1990,0
Nicaragua,1,NA,NA,NA,10,20,1996,0
Nicaragua,1,NA,NA,NA,11,4,2001,0
Nicaragua,1,NA,NA,NA,11,5,2006,0
Nicaragua,1,NA,NA,NA,11,6,2011,0
Nicaragua,1,NA,NA,NA,11,6,2016,0
Nigeria,1,NA,NA,NA,8,11,1979,1
Nigeria,1,NA,NA,NA,8,6,1983,1
Nigeria,1,NA,NA,NA,2,27,1999,0
Nigeria,1,NA,NA,NA,4,19,2003,0
Nigeria,1,NA,NA,NA,4,21,2007,0
Nigeria,1,NA,NA,NA,4,16,2011,0
Nigeria,1,NA,NA,NA,3,28,2015,0
Nigeria,1,NA,NA,NA,2,23,2019,0
Niger,1,NA,NA,NA,2,27,1993,0
Niger,1,NA,NA,NA,11,16,2004,0
Niger,1,NA,NA,NA,1,31,2011,0
Niger,1,NA,NA,NA,2,21,2016,0
Niger,1,NA,NA,NA,12,27,2020,0
Palau,1,NA,NA,NA,11,5,1996,1
Palau,1,NA,NA,NA,11,7,2000,1
Palau,1,NA,NA,NA,11,2,2004,1
Palau,1,NA,NA,NA,11,4,2008,1
Palau,1,NA,NA,NA,11,6,2012,1
Palau,1,NA,NA,NA,11,1,2016,1
Palau,1,NA,NA,NA,9,22,2020,1
Panama,1,NA,NA,NA,5,11,1952,NA
Panama,1,NA,NA,NA,5,13,1956,NA
Panama,1,NA,NA,NA,5,8,1960,NA
Panama,1,NA,NA,NA,5,10,1964,NA
Panama,1,NA,NA,NA,5,12,1968,NA
Panama,1,NA,NA,NA,5,7,1989,0
Panama,1,NA,NA,NA,5,8,1994,1
Panama,1,NA,NA,NA,5,2,1999,1
Panama,1,NA,NA,NA,5,2,2004,1
Panama,1,NA,NA,NA,5,3,2009,1
Panama,1,NA,NA,NA,5,4,2014,1
Panama,1,NA,NA,NA,5,5,2019,1
Paraguay,1,NA,NA,NA,5,1,1989,0
Paraguay,1,NA,NA,NA,5,9,1993,0
Paraguay,1,NA,NA,NA,5,10,1998,0
